data__locator_id,data__facility_name,data__city,data__state,data__tie_facility,data__artcc_id
00A,TOTAL RF HELIPORT,BENSALEM,PENNSYLVANIA,IPT,ZNY
00AA,AERO B RANCH ARPT,LEOTI,KANSAS,ICT,ZDV
00AK,LOWELL FLD ARPT,ANCHOR POINT,ALASKA,HOM,ZAN
00AL,EPPS AIRPARK ARPT,HARVEST,ALABAMA,ANB,ZME
00AR,ARLAND ARPT,BENNINGTON,KANSAS,ICT,ZKC
00AS,FULTON ARPT,ALEX,OKLAHOMA,ICT,ZFW
00AZ,GRAND CANYON WEST ARPT,PEACH SPRINGS,ARIZONA,null,null
00C,ANIMAS AIR PARK ARPT,DURANGO,COLORADO,DEN,ZDV
00CA,GOLDSTONE /GTS/ ARPT,BARSTOW,CALIFORNIA,RAL,ZLA
00CL,WILLIAMS AG ARPT,BIGGS,CALIFORNIA,RIU,ZOA
00CN,KITCHEN CREEK HELIBASE HELIPORT,PINE VALLEY,CALIFORNIA,SAN,ZLA
00CT,ARPT,THOMASTON,CONNECTICUT,null,null
00F,BROADUS ARPT,BROADUS,MONTANA,GTF,ZLC
00FA,GRASS PATCH ARPT,BUSHNELL,FLORIDA,PIE,ZMA
00FD,DAVIS FLD ARPT,WINFILED,KANSAS,ICT,ZKC
00FL,RIVER OAK ARPT,OKEECHOBEE,FLORIDA,PIE,ZMA
00GA,LT WORLD ARPT,LITHONIA,GEORGIA,MCN,ZTL
00GE,CAFFREY HELIPORT,HIRAM,GEORGIA,MCN,ZTL
00ID,DELTA SHORES ARPT,CLARK FORK,IDAHO,BOI,ZSE
00IG,GOLTL ARPT,MCDONALD,KANSAS,ICT,ZDV
00IL,HAMMER ARPT,POLO,ILLINOIS,IKK,ZAU
00IN,ST MARY MEDICAL CENTER HELIPORT,HOBART,INDIANA,HUF,ZAU
00IS,HAYENGA'S CANT FIND FARMS ARPT,KINGS,ILLINOIS,IKK,ZAU
00KS,HAYDEN FARM ARPT,GARDNER,KANSAS,ICT,ZKC
00KT,ST CLAIRE REGIONAL MEDICAL CENTER HELIPORT,MOREHEAD,KENTUCKY,null,null
00KY,ROBBINS ROOST ARPT,STANFORD,KENTUCKY,LOU,ZID
00LA,SHELL CHEMICAL EAST SITE HELIPORT,GONZALES,LOUISIANA,DRI,ZHU
00LS,LEJEUNE ARPT,ESTERWOOD,LOUISIANA,DRI,ZHU
00M,THIGPEN FLD ARPT,BAY SPRINGS,MISSISSIPPI,GWO,ZME
00MD,SLATER FLD ARPT,FEDERALSBURG,MARYLAND,DCA,ZDC
00MI,THE WALDRON WAY HELIPORT,DAVISON,MICHIGAN,LAN,ZOB
00MN,BATTLE LAKE MUNI ARPT,BATTLE LAKE,MINNESOTA,PNM,ZMP
00MO,COOPER FLYING SERVICE ARPT,ALBA,MISSOURI,COU,ZKC
00MT,LIVINGSTON HEALTHCARE HELIPORT,LIVINGSTON,MONTANA,GTF,ZLC
00N,BUCKS ARPT,BRIDGETON,NEW JERSEY,MIV,ZDC
00NC,NORTH RALEIGH ARPT,LOUISBURG,NORTH CAROLINA,RDU,ZDC
00NJ,COLGATE-PISCATAWAY HELIPORT,NEW BRUNSWICK,NEW JERSEY,MIV,ZNY
00NK,CLICHE COVE SPB,BEEKMANTOWN,NEW YORK,BTV,ZBW
00NR,RODANTHE DARE COUNTY HELIPORT,RODANTHE,NORTH CAROLINA,RDU,ZDC
00NY,WEISS AIRFIELD ARPT,WEST BLOOMFIELD,NEW YORK,BUF,ZOB
00OH,GOOD SAMARITAN MEDICAL CENTER HELIPORT,CINCINNATI,OHIO,DAY,ZID
00OI,MIAMI VALLEY HOSPITAL HELIPORT,DAYTON,OHIO,DAY,ZID
00OK,GULL BAY LANDING ARPT,SANDSPRINGS,OKLAHOMA,MLC,ZKC
00PN,FERRELL FLD ARPT,MERCER,PENNSYLVANIA,AOO,ZOB
00R,LIVINGSTON MUNI ARPT,LIVINGSTON,TEXAS,CXO,ZHU
00S,MC KENZIE BRIDGE STATE ARPT,MC KENZIE BRIDGE,OREGON,MMV,ZSE
00SC,FLYING O ARPT,SUMTER,SOUTH CAROLINA,AND,ZJX
00SD,HOMAN FLD ARPT,GARY,SOUTH DAKOTA,HON,ZMP
00TA,SABINE PILOTS HELIPORT,PORT ARTHUR,TEXAS,CXO,ZHU
00TE,TCJC-NORTHEAST CAMPUS HELIPORT,FORT WORTH,TEXAS,FTW,ZFW
00TN,RAGSDALE ROAD ARPT,MANCHESTER,TENNESSEE,BNA,ZME
00TS,ALPINE RANGE ARPT,EVERMAN,TEXAS,FTW,ZFW
00TX,DELVA FLD ARPT,VAN,TEXAS,FTW,ZFW
00U,BIG HORN COUNTY ARPT,HARDIN,MONTANA,GTF,ZLC
00VA,VAUGHAN ARPT,ALTON,VIRGINIA,DCA,ZDC
00VI,GROUNDHOG MOUNTAIN ARPT,HILLSVILLE,VIRGINIA,DCA,ZTL
00W,LOWER GRANITE STATE ARPT,COLFAX,WASHINGTON,SEA,ZSE
00WA,HOWELL ARPT,LONGBRANCH,WASHINGTON,SEA,ZSE
00WI,NORTHERN LITE ARPT,WAUPACA,WISCONSIN,GRB,ZMP
00WN,HAWKS RUN ARPT,ASOTIN,WASHINGTON,SEA,ZSE
00WV,LAZY J AERODROME ARPT,BEVERLY,WEST VIRGINIA,EKN,ZDC
00WY,MOUNTAIN VIEW RGNL HOSPITAL HELIPORT,CASPER,WYOMING,CPR,ZDV
00XA,WEESKI RANCH ARPT,HEMPSTEAD,TEXAS,CXO,ZHU
00Z,GEOREF PT.,NIHOA ISLAND,HAWAII,null,null
01A,PURKEYPILE ARPT,PURKEYPILE,ALASKA,FAI,ZAN
01AA,DONLIN CREEK ARPT,CROOKED CREEK,ALASKA,ENA,ZAN
01AK,PROVIDENCE SEWARD MEDICAL CENTER HELIPORT,SEWARD,ALASKA,ENA,ZAN
01AL,WARE ISLAND ARPT,CLANTON,ALABAMA,ANB,ZTL
01AR,COMMUNITY HOSPITAL OF DE QUEEN HELIPORT,DE QUEEN,ARKANSAS,JBR,ZFW
01AZ,YAT HELIPORT,CAMP VERDE,ARIZONA,PRC,ZAB
01B,TIPPECANOE SPB,WARSAW,INDIANA,HUF,ZAU
01CA,LUGO SUBSTATION HELIPORT,HESPERIA,CALIFORNIA,RAL,ZLA
01CL,SWANSBORO COUNTRY ARPT,PLACERVILLE,CALIFORNIA,RIU,ZOA
01CO,ST VINCENT GENERAL HOSPITAL HELIPORT,LEADVILLE,COLORADO,DEN,ZDV
01CT,BERLIN FAIRGROUNDS HELIPORT,BERLIN,CONNECTICUT,BDR,ZBW
01D,LAKE WAWASEE SPB,SYRACUSE,INDIANA,HUF,ZAU
01E,LAKE JAMES SPB,ANGOLA,INDIANA,HUF,ZAU
01F,HAMILTON LAKE SPB,HAMILTON,INDIANA,HUF,ZAU
01FA,RYBOLT RANCH ARPT,ORLANDO,FLORIDA,PIE,ZJX
01FD,ADVENT HEALTH ALTAMONTE SPRINGS HELIPORT,ALTAMONTE SPRINGS,FLORIDA,PIE,ZJX
01FL,CEDAR KNOLL FLYING RANCH ARPT,GENEVA,FLORIDA,PIE,ZJX
01G,PERRY-WARSAW ARPT,PERRY,NEW YORK,BUF,ZOB
01GA,MEDICAL CENTER HELIPORT,COLUMBUS,GEORGIA,MCN,ZTL
01GE,THE FARM ARPT,WRIGHTSVILLE,GEORGIA,MCN,ZTL
01H,LAKE MAXINKUCKEE SPB,CULVER,INDIANA,HUF,ZAU
01ID,AFSS,LAVA HOT SPRINGS,IDAHO,null,null
01ID,LAVA HOT SPRINGS ARPT,LAVA HOT SPRINGS,IDAHO,BOI,ZLC
01IL,HOOPESTON COMMUNITY MEML HOSPITAL HELIPORT,HOOPESTON,ILLINOIS,STL,ZAU
01IN,COMMUNITY HOSPITAL HELIPORT,ANDERSON,INDIANA,HUF,ZID
01IS,WILLIAM E KOENIG ARPT,DOW,ILLINOIS,STL,ZKC
01J,HILLIARD AIRPARK ARPT,HILLIARD,FLORIDA,GNV,ZJX
01K,CALDWELL MUNI ARPT,CALDWELL,KANSAS,ICT,ZKC
01KS,ARPT,NEWTON,KANSAS,null,null
01KY,LOURDES HOSPITAL HELIPORT,PADUCAH,KENTUCKY,LOU,ZME
01L,BASS LAKE SPB,WINONA,INDIANA,HUF,ZAU
01LA,BARHAM ARPT,OAK RIDGE,LOUISIANA,DRI,ZFW
01LS,COUNTRY BREEZE ARPT,SLAUGHTER,LOUISIANA,DRI,ZHU
01M,TISHOMINGO COUNTY ARPT,BELMONT,MISSISSIPPI,GWO,ZME
01MA,COMPAQ ANDOVER HELIPORT,ANDOVER,MASSACHUSETTS,BDR,ZBW
01MD,ANNAPOLIS SPB,ANNAPOLIS,MARYLAND,DCA,ZDC
01ME,ST PETER'S SPB,PORTAGE LAKE,MAINE,BGR,ZBW
01MI,FLOW THROUGH TRML HELIPORT,FLINT,MICHIGAN,LAN,ZOB
01MN,BARNES SPB,COOK,MINNESOTA,PNM,ZMP
01MO,HIGHWAY PATROL TROOP C HEADQUARTERS HELIPORT,TOWN AND COUNTRY,MISSOURI,STL,ZKC
01MT,CRYSTAL LAKES RESORT ARPT,FORTINE,MONTANA,GTF,ZSE
01NC,TOPSAIL AIRPARK ARPT,HOLLY RIDGE,NORTH CAROLINA,RDU,ZDC
01NH,MOORE AIRFIELD ARPT,CANAAN,NEW HAMPSHIRE,BTV,ZBW
01NJ,ALBERT GUIDO MEML HELIPORT,NEWARK,NEW JERSEY,MIV,ZNY
01NK,GRANVILLE ARPT,GRANVILLE,NEW YORK,BTV,ZBW
01NM,CHAMPION RANCH ARPT,ARTESIA,NEW MEXICO,ABQ,ZAB
01NR,MCGEE 01 HELIPORT,WILMINGTON,NORTH CAROLINA,RDU,ZDC
01NV,LANTANA RANCH ARPT,YERINGTON,NEVADA,RNO,ZOA
01NY,VASSAR BROTHERS MEDICAL CENTER HELIPORT,POUGHKEEPSIE,NEW YORK,ISP,ZNY
01OH,ATRIUM MEDICAL CENTER HELIPORT,MIDDLETOWN,OHIO,DAY,ZID
01OI,GALION COMMUNITY HOSPITAL HELIPORT,GALION,OHIO,CLE,ZOB
01OK,MERRILL RANCH ULTRALIGHT,MOUNDS,OKLAHOMA,MLC,ZKC
01OL,SPRING CREEK RANCH EAST ARPT,TISHOMINGO,OKLAHOMA,MLC,ZFW
01OR,GRANDE RONDE HOSPITAL EMS HELIPORT,LA GRANDE,OREGON,MMV,ZSE
01PA,POWELL KAISER ARPT,BOLIVAR,PENNSYLVANIA,AOO,ZOB
01PS,NORT'S RESORT ARPT,MESHOPPEN,PENNSYLVANIA,IPT,ZNY
01SC,YORK ARPT,YORK,SOUTH CAROLINA,AND,ZTL
01T,HIGH ISLAND SOUTH ADDITION BLOCK 511 SAWRS,GULF OF MEXICO,OFFSHORE GULF,null,null
01TA,THIRTY THIRTY  MATLOCK OFFICE CENTER HELIPORT,ARLINGTON,TEXAS,FTW,ZFW
01TE,SMITH FLD ARPT,FORNEY,TEXAS,FTW,ZFW
01TN,COLONIAL AIR PARK ARPT,COLLIERVILLE,TENNESSEE,MKL,ZME
01TS,FORT PARKER FLYING FLD ARPT,GROESBECK,TEXAS,FTW,ZFW
01TT,CLUTE FIRE & EMS STATION #1 HELIPORT,CLUTE,TEXAS,CXO,ZHU
01U,DUCKWATER ARPT,DUCKWATER,NEVADA,RNO,ZLC
01UT,LA SAL JUNCTION ARPT,LA SAL,UTAH,CDC,ZDV
01VA,PICKLES ARPT,BERRYVILLE,VIRGINIA,DCA,ZDC
01WA,WILLAPA HARBOR HELIPORT,SOUTH BEND,WASHINGTON,SEA,ZSE
01WI,PREHN CRANBERRY COMPANY ARPT,TOMAH,WISCONSIN,GRB,ZAU
01WN,WHIDBEY GENERAL HOSPITAL HELIPORT,COUPEVILLE,WASHINGTON,SEA,ZSE
01WT,ODYSSEY HELIPORT,RENTON,WASHINGTON,SEA,ZSE
01WY,KEYHOLE ARPT,MOORCROFT,WYOMING,CPR,ZDV
01XA,SETON MEDICAL CENTER HAYS HELIPORT,KYLE,TEXAS,SJT,ZHU
01XS,MEADOWOOD RANCH HELIPORT,ATHENS,TEXAS,FTW,ZFW
01Z,GEOREF PT.,KAULA ROCK,HAWAII,null,null
02A,CHILTON COUNTY ARPT,CLANTON,ALABAMA,ANB,ZTL
02AA,BAREFOOT ARPT,BIG LAKE,ALASKA,ENA,ZAN
02AK,RUSTIC WILDERNESS ARPT,WILLOW,ALASKA,ENA,ZAN
02AL,BASS FLD ARPT,FOLEY,ALABAMA,ANB,ZJX
02AR,MOUNT MORIAH FLD ARPT,MURFREESBORO,ARKANSAS,JBR,ZME
02AZ,null,MARANA,ARIZONA,PRC,ZAB
02B,WINONA LAKE SPB,WINONALAKE,INDIANA,null,null
02C,CAPITOL DRIVE ARPT,BROOKFIELD,WISCONSIN,GRB,ZAU
02CA,BETA PLATFORM ELLEN HELIPORT,HUNTINGTON BEACH,CALIFORNIA,RAL,ZLA
02CD,SHANNON FLD ARPT,CLARKSDALE,MISSISSIPPI,GWO,ZME
02CL,CONOVER AIR LODGE ARPT,FRAZIER PARK,CALIFORNIA,RIU,ZLA
02CO,MC CULLOUGH ARPT,MONTE VISTA,COLORADO,DEN,ZDV
02CT,STRANGERS POINT HELIPORT,ELLINGTON,CONNECTICUT,BDR,ZBW
02D,WINONA LAKE SPB,WINONA LAKE,INDIANA,HUF,ZAU
02FA,OSBORN AIRFIELD ARPT,GROVELAND,FLORIDA,PIE,ZJX
02FD,TRIPLE R RANCH ARPT,BAKER,FLORIDA,GNV,ZJX
02FL,BAYCARE SOUTH FLORIDA BAPTIST HOSPITAL HELIPORT,PLANT CITY,FLORIDA,PIE,ZMA
02G,COLUMBIANA COUNTY ARPT,EAST LIVERPOOL,OHIO,CLE,ZOB
02GA,DOUG BOLTON FLD ARPT,COMMERCE,GEORGIA,MCN,ZTL
02GE,ETOWAH FIELDS ARPT,EUHARLEE,GEORGIA,MCN,ZTL
02HI,K3 HELIPAD HELIPORT,PEARL HARBOR,HAWAII,HNL,ZHN
02IA,BOONE COUNTY HOSPITAL HELIPORT,BOONE,IOWA,FOD,ZMP
02ID,MORGAN RANCH ARPT,CASCADE,IDAHO,BOI,ZLC
02II,KING ULTRALIGHT,WESTFIELD,INDIANA,HUF,ZID
02IL,HAMMERSMITH ARPT,ELBURN,ILLINOIS,null,null
02IN,DIAMOND P FLD ARPT,MUNCIE,INDIANA,HUF,ZID
02IS,ADVOCATE CONDELL MEDICAL CENTER HELIPORT,LIBERTYVILLE,ILLINOIS,IKK,ZAU
02KS,JMJ LANDING ARPT,ST MARYS,KANSAS,ICT,ZKC
02KT,ST CLAIRE HEALTHCARE HELIPORT,MOREHEAD,KENTUCKY,LOU,ZID
02KY,BOONE NTL GUARD HELIPORT,FRANKFORT,KENTUCKY,LOU,ZID
02LA,LA STATE POLICE TROOP G HELIPORT,BOSSIER CITY,LOUISIANA,DRI,ZFW
02LS,WINDY HILL HELIPORT,BROUSSARD,LOUISIANA,DRI,ZHU
02MA,CUTTYHUNK HELIPORT,GOSNOLD,MASSACHUSETTS,BDR,ZBW
02MD,GARNER FLD ARPT,BRANDYWINE,MARYLAND,DCA,ZDC
02ME,NADEAU'S AIRFIELD ARPT,ACTON,MAINE,BGR,ZBW
02MI,FAIRPLAINS AIRPARK ARPT,GREENVILLE,MICHIGAN,LAN,ZAU
02MN,GREGORY ARPT,CAMBRIDGE,MINNESOTA,PNM,ZMP
02MO,TROY AIRPARK ARPT,TROY,MISSOURI,STL,ZKC
02MS,WATTS FLD ARPT,ROCHDALE,MISSISSIPPI,GWO,ZME
02MT,STEPPLER FLD ARPT,CULBERTSON,MONTANA,BOI,ZLC
02NH,IROQUOIS LANDING SPB,DUMMER,NEW HAMPSHIRE,BGR,ZBW
02NJ,MERCK KENILWORTH CAMPUS HELIPORT,KENILWORTH,NEW JERSEY,MIV,ZNY
02NR,MCGEE 02 HELIPORT,GREENVILLE,NORTH CAROLINA,RDU,ZDC
02NV,PAIUTE MEADOWS ARPT,WINNEMUCCA,NEVADA,RNO,ZLC
02NY,HANSEN HELIPORT,DURHAMVILLE,NEW YORK,BUF,ZBW
02OK,BOBBITT ARPT,LAMONT,OKLAHOMA,MLC,ZKC
02OL,WAR VETERANS COLONY HELIPORT,WILBURTON,OKLAHOMA,MLC,ZFW
02PA,LAG III HELIPORT,MONROEVILLE,PENNSYLVANIA,AOO,ZOB
02PN,PECO BERWYN HELIPORT,BERWYN,PENNSYLVANIA,IPT,ZNY
02PR,CUYLERS ARPT,VEGA BAJA,PUERTO RICO,SJU,ZSU
02R,"ENGLAND AFB, PEASON RIDGE GUNNERY RANGE IRREGULAR WOS",ALEXANDRIA,LOUISIANA,null,null
02SC,HARPERS ARPT,ESTILL,SOUTH CAROLINA,AND,ZJX
02T,WISE RIVER ARPT,WISE RIVER,MONTANA,GTF,ZLC
02TA,MATAGORDA SHORE FACILITY HELIPORT,MATAGORDA,TEXAS,CXO,ZHU
02TE,BAYLOR MEDICAL CENTER HELIPORT,WAXAHACHIE,TEXAS,FTW,ZFW
02TN,ELLIS FLD ARPT,MURFREESBORO,TENNESSEE,BNA,ZME
02TS,EL TESORO RANCH ARPT,CHARLOTTE,TEXAS,SJT,ZHU
02TX,NACOGDOCHES MEML HOSPITAL HELIPORT,NACOGDOCHES,TEXAS,CXO,ZHU
02UT,LUCIN ARPT,LUCIN,UTAH,CDC,ZLC
02VA,THE GREENHOUSE ARPT,CULPEPER,VIRGINIA,DCA,ZDC
02WA,CAWLEYS SOUTH PRAIRIE ARPT,SOUTH PRAIRIE,WASHINGTON,SEA,ZSE
02WI,BEER ARPT,HUDSON,WISCONSIN,GRB,ZMP
02WN,FOWLER FLD ARPT,TONASKET,WASHINGTON,SEA,ZSE
02WY,ARPT,SUNDANCE,WYOMING,null,null
02XA,JLS FARMS ARPT,HONEY GROVE,TEXAS,FTW,ZFW
02XS,SEIDEL RANCH ARPT,ELROY,TEXAS,SJT,ZHU
02Z,GEOREF PT.,LEHUA ISLAND,HAWAII,null,null
03A,GROUND BASED TRANSCEIVER (GBT),PITTSGROVE,NEW JERSEY,null,null
03AA,TRAPPER T HELIPORT,PALMER,ALASKA,ENA,ZAN
03AK,JOE CLOUDS SPB,KENAI,ALASKA,ENA,ZAN
03AK,CERAP,KENAI,ALASKA,null,null
03AL,HIGHLAND MEDICAL CENTER HELIPORT,SCOTTSBORO,ALABAMA,ANB,ZTL
03AR,HSCMH HELIPORT,MALVERN,ARKANSAS,JBR,ZME
03AZ,THOMPSON INTL AVIATION ARPT,HEREFORD,ARIZONA,PRC,ZAB
03B,MANSFIELD MUNI ARPT,MANSFIELD,MISSOURI,COU,ZKC
03CA,GROSSMONT HOSPITAL HELIPORT,LA MESA,CALIFORNIA,SAN,ZLA
03CO,KUGEL-STRONG ARPT,PLATTEVILLE,COLORADO,DEN,ZDV
03D,MEMPHIS MEML ARPT,MEMPHIS,MISSOURI,COU,ZKC
03FA,LAKE PERSIMMON AIRSTRIP ARPT,LAKE PLACID,FLORIDA,PIE,ZMA
03FL,RANGER HELIPORT,WEST PALM BEACH,FLORIDA,MIA,ZMA
03G,THERMAL-G GLIDERPORT,ERIE,PENNSYLVANIA,AOO,ZOB
03GA,HIA ARPT,STATESBORO,GEORGIA,MCN,ZJX
03IA,FLATLANDER ARPT,ELLIOTT,IOWA,FOD,ZMP
03ID,FLYING Y RANCH ARPT,COUNCIL,IDAHO,BOI,ZLC
03II,DAVIS FLD ULTRALIGHT,MOUNT VERNON,INDIANA,HUF,ZID
03IL,WIX ARPT,MONEE,ILLINOIS,IKK,ZAU
03IS,OSF ST ANTHONY'S HEALTH CENTER HELIPORT,ALTON,ILLINOIS,STL,ZKC
03KS,VALLEY GRAIN HELIPORT,HIGHLAND,KANSAS,COU,ZKC
03KY,FLYING H FARMS ARPT,HENDERSON,KENTUCKY,LOU,ZID
03LA,DAMIEN HELIPORT,CARVILLE,LOUISIANA,DRI,ZHU
03LS,FMC NR 1 HELIPORT,WINNSBORO,LOUISIANA,DRI,ZFW
03M,LAKESIDE MARINA SPB,EAST WINTHROP,MAINE,BGR,ZBW
03MA,HADLEY ARPT,HADLEY,MASSACHUSETTS,BDR,ZBW
03MD,UPPER CHESAPEAKE MEDICAL CENTER HELIPORT,BEL AIR,MARYLAND,DCA,ZDC
03ME,MAPLE RIDGE ARPT,HARRISON,MAINE,BGR,ZBW
03MI,HAROLD MILLER HELIPORT,BAY CITY,MICHIGAN,LAN,ZOB
03MN,NAUERTH LAND RANCH ARPT,LAKEFIELD,MINNESOTA,PNM,ZMP
03MO,DORTON ARPT,RICHMOND,MISSOURI,COU,ZKC
03MT,BILLINGS FLYING SERVICE HELIPORT,BILLINGS,MONTANA,GTF,ZLC
03MU,MC DONNELL ARPT,ARCHIE,MISSOURI,COU,ZKC
03N,UTIRIK ARPT,UTIRIK ISLAND,MH,HNL,ZAK
03NC,PILOTS RIDGE ARPT,CAROLINA BEACH,NORTH CAROLINA,RDU,ZDC
03ND,OLAFSON BROTHERS ARPT,EDINBURG,NORTH DAKOTA,GFK,ZMP
03NH,LORDEN HELIPORT,MILFORD,NEW HAMPSHIRE,BGR,ZBW
03NJ,ST JOSEPH'S HOSPITAL HELIPORT,PATERSON,NEW JERSEY,MIV,ZNY
03NM,MINER'S COLFAX MEDICAL CENTER HELIPORT,RATON,NEW MEXICO,ABQ,ZAB
03NR,JOHNSTON MEDICAL CENTER HELIPORT,CLAYTON,NORTH CAROLINA,RDU,ZDC
03NV,LLAMA RANCH ARPT,RUBY VALLEY,NEVADA,RNO,ZLC
03NY,TALMAGE FLD ARPT,RIVERHEAD,NEW YORK,ISP,ZNY
03OH,GIBBS FLD ARPT,FREMONT,OHIO,CLE,ZOB
03OI,"CLEVELAND CLINIC, MARYMOUNT HOSPITAL HELIPORT",GARFIELD HEIGHTS,OHIO,CLE,ZOB
03OK,SAHOMA LAKE ARPT,SAPULPA,OKLAHOMA,MLC,ZKC
03OL,BLUEBIRD ARPT,ALEX,OKLAHOMA,MLC,ZFW
